audit_id,flight_date,station_code,handler_name,turnaround_target_mins,turnaround_actual_mins,turnaround_variance_mins,is_on_time,baggage_delay_mins,safety_incident_flag
58563,2025-06-03 00:00:00,NRT,Menzies,120,80,-40,t,18,f
58564,2025-05-03 00:00:00,JFK,WFS,120,85,-35,t,29,f
58565,2025-10-14 00:00:00,NRT,Menzies,45,70,25,f,13,f
58566,2025-09-30 00:00:00,LHR,Swissport,90,48,-42,t,18,f
58567,2025-07-19 00:00:00,NRT,Menzies,120,50,-70,t,22,f
58568,2025-08-21 00:00:00,YUL,Menzies,120,50,-70,t,7,f
58569,2025-04-09 00:00:00,NRT,Menzies,90,53,-37,t,24,f
58570,2025-12-22 00:00:00,DXB,Menzies,60,30,-30,t,14,f
58571,2025-05-04 00:00:00,YUL,WFS,90,75,-15,t,18,f
58572,2025-03-04 00:00:00,SIN,Menzies,120,54,-66,t,14,f
58573,2025-10-02 00:00:00,FRA,dnata,45,59,14,f,10,f
58574,2025-02-08 00:00:00,YUL,dnata,120,61,-59,t,20,f
58576,2025-08-06 00:00:00,DXB,WFS,60,74,14,f,26,t
58577,2025-09-11 00:00:00,SIN,Menzies,60,80,20,f,7,f
58578,2025-11-14 00:00:00,SIN,Swissport,60,50,-10,t,12,f
58579,2025-02-24 00:00:00,SIN,dnata,90,69,-21,t,19,f
58580,2025-03-10 00:00:00,JFK,Menzies,120,73,-47,t,25,f
58581,2025-09-27 00:00:00,JFK,Swissport,60,71,11,f,20,f
58582,2025-04-12 00:00:00,NRT,Menzies,120,54,-66,t,1,t
58583,2025-09-22 00:00:00,YUL,WFS,45,63,18,f,13,f
58584,2025-06-20 00:00:00,LHR,Menzies,90,69,-21,t,11,f
58585,2025-01-27 00:00:00,SIN,dnata,90,52,-38,t,0,f
58586,2025-01-06 00:00:00,SIN,Menzies,90,49,-41,t,9,f
58587,2025-01-22 00:00:00,SIN,WFS,120,51,-69,t,13,f
58588,2025-10-02 00:00:00,SIN,Menzies,120,93,-27,t,19,f
58589,2025-09-22 00:00:00,LHR,Swissport,45,54,9,f,15,f
58590,2025-04-19 00:00:00,LHR,dnata,60,65,5,f,9,f
58591,2025-01-17 00:00:00,YUL,Swissport,45,83,38,f,13,f
58592,2025-10-31 00:00:00,LHR,dnata,60,44,-16,t,17,f
58593,2025-10-24 00:00:00,NRT,WFS,120,71,-49,t,10,f
58594,2025-02-13 00:00:00,YUL,dnata,45,64,19,f,13,f
58595,2025-07-25 00:00:00,LHR,Menzies,120,70,-50,t,3,f
58596,2025-09-11 00:00:00,DXB,Menzies,45,71,26,f,1,f
58597,2025-10-20 00:00:00,LHR,Menzies,90,75,-15,t,18,f
58598,2025-07-06 00:00:00,SIN,WFS,45,43,-2,t,10,f
58599,2025-01-20 00:00:00,FRA,Swissport,90,50,-40,t,16,f
58600,2025-09-04 00:00:00,NRT,dnata,60,72,12,f,13,f
58601,2025-04-22 00:00:00,JFK,Swissport,45,37,-8,t,11,f
58602,2025-06-07 00:00:00,JFK,Swissport,90,57,-33,t,24,f
58603,2025-03-26 00:00:00,FRA,Menzies,60,51,-9,t,0,f
58604,2025-04-30 00:00:00,JFK,Menzies,45,97,52,f,29,f
58605,2025-11-06 00:00:00,NRT,Menzies,120,84,-36,t,14,f
58606,2025-11-19 00:00:00,SIN,dnata,120,56,-64,t,21,f
58607,2025-09-15 00:00:00,NRT,Menzies,45,67,22,f,24,f
58608,2025-10-29 00:00:00,LHR,dnata,120,40,-80,t,13,f
58609,2025-02-10 00:00:00,JFK,Menzies,90,57,-33,t,7,f
58610,2025-09-26 00:00:00,FRA,Menzies,90,50,-40,t,18,f
58611,2025-11-03 00:00:00,LHR,Swissport,90,72,-18,t,19,f
58612,2025-08-29 00:00:00,NRT,Swissport,45,63,18,f,22,f
58613,2025-09-18 00:00:00,JFK,Menzies,90,77,-13,t,16,f
58614,2025-01-30 00:00:00,NRT,WFS,60,112,52,f,19,f
58615,2025-08-28 00:00:00,YUL,Menzies,120,95,-25,t,1,f
58616,2025-08-30 00:00:00,LHR,dnata,45,76,31,f,11,f
58617,2025-09-02 00:00:00,JFK,Swissport,45,50,5,f,22,f
58618,2025-07-01 00:00:00,NRT,WFS,120,66,-54,t,33,f
58619,2025-11-13 00:00:00,SIN,Swissport,45,53,8,f,25,f
58620,2025-04-14 00:00:00,YUL,Menzies,45,67,22,f,15,f
58621,2025-06-19 00:00:00,LHR,Menzies,60,57,-3,t,40,f
58622,2025-05-25 00:00:00,LHR,Menzies,120,57,-63,t,5,f
58623,2025-08-22 00:00:00,JFK,Menzies,60,82,22,f,10,f
58624,2025-05-29 00:00:00,NRT,Menzies,90,72,-18,t,20,t
58625,2025-10-06 00:00:00,SIN,Swissport,45,66,21,f,3,f
58626,2025-10-27 00:00:00,DXB,Menzies,45,88,43,f,7,f
58627,2025-07-14 00:00:00,SIN,WFS,120,68,-52,t,29,f
58628,2025-10-17 00:00:00,YUL,dnata,45,65,20,f,8,f
58629,2025-11-23 00:00:00,FRA,dnata,60,60,0,t,7,f
58630,2025-11-21 00:00:00,FRA,Menzies,60,25,-35,t,16,f
58631,2025-09-26 00:00:00,LHR,WFS,45,79,34,f,19,t
58632,2025-10-17 00:00:00,LHR,Menzies,120,34,-86,t,13,f
58633,2025-02-11 00:00:00,JFK,Swissport,60,64,4,f,9,f
58634,2025-03-28 00:00:00,NRT,Menzies,90,66,-24,t,16,f
58635,2025-03-08 00:00:00,JFK,Swissport,60,86,26,f,11,f
58636,2025-09-26 00:00:00,SIN,Menzies,45,59,14,f,20,f
58637,2025-02-16 00:00:00,LHR,dnata,120,56,-64,t,2,f
58638,2025-05-25 00:00:00,NRT,Menzies,60,35,-25,t,17,f
58639,2025-02-28 00:00:00,JFK,Menzies,90,46,-44,t,22,f
58640,2025-06-16 00:00:00,DXB,Swissport,120,49,-71,t,18,f
58641,2025-11-25 00:00:00,JFK,Menzies,60,69,9,f,25,f
58642,2025-07-15 00:00:00,FRA,WFS,45,67,22,f,28,f
58643,2025-05-10 00:00:00,JFK,dnata,45,49,4,f,29,f
58644,2025-11-24 00:00:00,NRT,Menzies,60,92,32,f,6,f
58645,2025-10-22 00:00:00,DXB,Menzies,45,65,20,f,18,f
58646,2025-08-14 00:00:00,DXB,Menzies,60,77,17,f,20,f
58647,2025-06-04 00:00:00,NRT,Menzies,45,54,9,f,27,f
58648,2025-07-03 00:00:00,YUL,Menzies,60,46,-14,t,11,f
58649,2025-01-11 00:00:00,FRA,Menzies,90,52,-38,t,10,f
58651,2025-02-04 00:00:00,NRT,WFS,60,70,10,f,5,f
58652,2025-08-08 00:00:00,NRT,dnata,120,48,-72,t,12,f
58653,2025-08-18 00:00:00,JFK,Menzies,60,44,-16,t,19,f
58654,2025-06-19 00:00:00,LHR,dnata,120,84,-36,t,16,f
58655,2025-05-31 00:00:00,NRT,Menzies,45,69,24,f,3,f
58656,2025-05-14 00:00:00,YUL,Menzies,90,24,-66,t,19,f
58657,2025-01-07 00:00:00,NRT,dnata,90,66,-24,t,16,f
58658,2025-07-17 00:00:00,LHR,dnata,45,91,46,f,11,f
58659,2025-04-13 00:00:00,SIN,Menzies,120,72,-48,t,16,f
58660,2025-12-04 00:00:00,SIN,dnata,120,61,-59,t,14,f
58661,2025-03-31 00:00:00,YUL,WFS,60,79,19,f,25,f
58662,2025-10-28 00:00:00,SIN,Menzies,120,79,-41,t,10,f
58663,2025-04-24 00:00:00,JFK,Swissport,60,70,10,f,13,f
58664,2025-11-02 00:00:00,NRT,WFS,60,74,14,f,26,f
58665,2025-11-02 00:00:00,LHR,Swissport,45,68,23,f,25,f
58666,2025-01-20 00:00:00,NRT,Menzies,120,62,-58,t,15,f
58667,2025-12-06 00:00:00,SIN,WFS,60,43,-17,t,14,f
58668,2025-04-04 00:00:00,YUL,Menzies,60,51,-9,t,15,f
58669,2025-02-17 00:00:00,LHR,Menzies,60,59,-1,t,18,f
58670,2025-12-03 00:00:00,FRA,Menzies,90,61,-29,t,18,f
58671,2025-06-04 00:00:00,LHR,Swissport,120,67,-53,t,21,f
58672,2025-11-09 00:00:00,NRT,dnata,120,59,-61,t,12,f
58673,2025-02-26 00:00:00,JFK,Menzies,45,47,2,f,18,f
58674,2025-01-17 00:00:00,LHR,Menzies,90,58,-32,t,16,f
58675,2025-10-17 00:00:00,JFK,Menzies,45,73,28,f,8,f
58676,2025-04-26 00:00:00,FRA,Menzies,45,38,-7,t,6,f
58677,2025-05-09 00:00:00,FRA,Menzies,60,84,24,f,2,f
58678,2025-04-18 00:00:00,LHR,Menzies,60,52,-8,t,24,f
58680,2025-03-21 00:00:00,JFK,dnata,60,45,-15,t,13,f
58681,2025-12-01 00:00:00,DXB,Swissport,120,77,-43,t,14,f
58682,2025-06-12 00:00:00,YUL,WFS,45,80,35,f,19,f
58683,2025-01-23 00:00:00,LHR,Swissport,45,81,36,f,4,f
58684,2025-10-23 00:00:00,JFK,WFS,60,80,20,f,18,f
58685,2025-06-14 00:00:00,JFK,Swissport,90,39,-51,t,7,f
58686,2025-02-08 00:00:00,YUL,Swissport,120,63,-57,t,4,f
58687,2025-09-11 00:00:00,FRA,WFS,45,75,30,f,0,f
58688,2025-09-24 00:00:00,FRA,Swissport,90,59,-31,t,9,f
58689,2025-11-01 00:00:00,YUL,Menzies,60,40,-20,t,10,f
58690,2025-05-22 00:00:00,YUL,dnata,120,41,-79,t,14,f
58691,2025-12-17 00:00:00,NRT,dnata,120,68,-52,t,17,f
58692,2025-06-17 00:00:00,SIN,WFS,90,50,-40,t,24,f
58693,2025-11-29 00:00:00,FRA,dnata,120,71,-49,t,12,f
58694,2025-02-26 00:00:00,YUL,Swissport,120,67,-53,t,7,f
58695,2025-09-11 00:00:00,DXB,Menzies,60,57,-3,t,12,f
58696,2025-01-03 00:00:00,FRA,Menzies,60,36,-24,t,16,f
58697,2025-08-16 00:00:00,FRA,dnata,120,56,-64,t,22,f
58698,2025-03-25 00:00:00,LHR,Menzies,45,71,26,f,17,f
58699,2025-11-25 00:00:00,DXB,Swissport,90,50,-40,t,0,f
58700,2025-12-03 00:00:00,LHR,dnata,60,58,-2,t,8,f
58701,2025-06-07 00:00:00,YUL,Swissport,45,73,28,f,0,f
58702,2025-07-14 00:00:00,DXB,Menzies,45,62,17,f,29,f
58703,2025-02-27 00:00:00,NRT,WFS,90,74,-16,t,16,f
58704,2025-04-08 00:00:00,DXB,WFS,60,76,16,f,21,t
58705,2025-04-09 00:00:00,SIN,Menzies,60,79,19,f,16,f
58706,2025-08-10 00:00:00,LHR,Menzies,60,26,-34,t,26,f
58707,2025-06-12 00:00:00,NRT,Swissport,45,46,1,f,14,f
58708,2025-12-30 00:00:00,JFK,dnata,45,84,39,f,8,f
58709,2025-09-15 00:00:00,YUL,Menzies,120,48,-72,t,11,f
58710,2025-07-19 00:00:00,LHR,dnata,45,71,26,f,9,f
58711,2025-12-07 00:00:00,JFK,Swissport,45,90,45,f,12,f
58712,2025-03-25 00:00:00,JFK,dnata,90,61,-29,t,21,f
58713,2025-07-20 00:00:00,YUL,Menzies,45,74,29,f,17,f
58714,2025-08-27 00:00:00,DXB,Swissport,120,47,-73,t,11,f
58715,2025-02-20 00:00:00,NRT,Menzies,45,91,46,f,10,f
58716,2025-08-31 00:00:00,LHR,Menzies,120,71,-49,t,4,f
58717,2025-10-06 00:00:00,YUL,Menzies,120,77,-43,t,3,f
58718,2025-01-01 00:00:00,SIN,Menzies,90,47,-43,t,21,f
58719,2025-03-02 00:00:00,SIN,Menzies,45,62,17,f,1,t
58720,2025-11-02 00:00:00,SIN,WFS,60,70,10,f,7,f
58721,2025-02-18 00:00:00,FRA,Menzies,45,61,16,f,8,f
58722,2025-12-02 00:00:00,YUL,Menzies,120,54,-66,t,11,f
58723,2025-03-26 00:00:00,NRT,WFS,90,78,-12,t,16,f
58724,2025-08-20 00:00:00,FRA,WFS,90,84,-6,t,8,f
58725,2025-11-30 00:00:00,FRA,dnata,90,53,-37,t,16,f
58726,2025-09-29 00:00:00,SIN,Menzies,120,84,-36,t,24,f
58727,2025-02-15 00:00:00,LHR,Menzies,120,56,-64,t,18,f
58728,2025-12-08 00:00:00,NRT,Swissport,45,81,36,f,10,f
58729,2025-02-16 00:00:00,LHR,Menzies,45,74,29,f,14,f
58730,2025-05-27 00:00:00,NRT,Menzies,120,94,-26,t,25,f
58731,2025-04-01 00:00:00,DXB,Menzies,120,66,-54,t,26,f
58732,2025-05-14 00:00:00,FRA,Menzies,120,76,-44,t,5,f
58733,2025-12-02 00:00:00,DXB,Menzies,90,46,-44,t,18,f
58734,2025-06-23 00:00:00,NRT,Swissport,60,50,-10,t,28,f
58735,2025-02-11 00:00:00,SIN,dnata,45,75,30,f,21,f
58736,2025-07-22 00:00:00,LHR,Menzies,90,74,-16,t,21,f
58737,2025-08-23 00:00:00,JFK,dnata,45,45,0,t,0,f
58738,2025-04-18 00:00:00,JFK,dnata,45,86,41,f,7,f
58739,2025-11-02 00:00:00,FRA,Menzies,45,63,18,f,27,f
58740,2025-10-05 00:00:00,NRT,dnata,60,67,7,f,5,f
58741,2025-09-17 00:00:00,YUL,WFS,120,61,-59,t,28,f
58742,2025-09-04 00:00:00,NRT,dnata,90,80,-10,t,12,f
58743,2025-08-30 00:00:00,YUL,Menzies,45,96,51,f,15,f
58744,2025-03-23 00:00:00,YUL,Swissport,90,91,1,f,14,f
58745,2025-04-05 00:00:00,JFK,Menzies,120,62,-58,t,19,f
58746,2025-12-15 00:00:00,DXB,Swissport,120,57,-63,t,12,f
58747,2025-09-03 00:00:00,LHR,WFS,90,88,-2,t,27,f
58748,2025-04-11 00:00:00,LHR,WFS,60,54,-6,t,24,f
58749,2025-10-13 00:00:00,YUL,Swissport,90,75,-15,t,5,f
58750,2025-09-04 00:00:00,LHR,dnata,90,49,-41,t,34,f
58751,2025-07-06 00:00:00,DXB,Menzies,90,68,-22,t,6,f
58752,2025-12-01 00:00:00,SIN,WFS,120,71,-49,t,20,f
58753,2025-01-15 00:00:00,FRA,Menzies,60,64,4,f,16,f
58754,2025-11-12 00:00:00,LHR,Swissport,60,95,35,f,18,f
58755,2025-11-14 00:00:00,YUL,dnata,60,48,-12,t,6,f
58756,2025-02-02 00:00:00,YUL,dnata,45,80,35,f,15,f
58757,2025-06-01 00:00:00,SIN,WFS,120,82,-38,t,7,f
58758,2025-04-04 00:00:00,LHR,Menzies,90,69,-21,t,29,f
58759,2025-04-12 00:00:00,LHR,Swissport,60,55,-5,t,24,f
58760,2025-03-22 00:00:00,LHR,Swissport,90,40,-50,t,19,f
58761,2025-11-22 00:00:00,NRT,Swissport,120,78,-42,t,16,f
58762,2025-08-01 00:00:00,YUL,dnata,120,76,-44,t,14,f
58763,2025-02-13 00:00:00,DXB,Menzies,60,59,-1,t,33,f
58764,2025-05-12 00:00:00,NRT,Menzies,45,59,14,f,20,f
58765,2025-02-13 00:00:00,SIN,dnata,120,48,-72,t,1,f
58766,2025-05-05 00:00:00,FRA,Menzies,60,59,-1,t,10,f
58767,2025-02-04 00:00:00,SIN,dnata,90,70,-20,t,18,f
58768,2025-05-18 00:00:00,DXB,WFS,45,50,5,f,10,f
58769,2025-03-12 00:00:00,SIN,Menzies,120,52,-68,t,24,f
58770,2025-04-09 00:00:00,SIN,Swissport,90,33,-57,t,27,f
58771,2025-11-07 00:00:00,JFK,Menzies,45,89,44,f,16,t
58772,2025-09-01 00:00:00,JFK,Menzies,60,33,-27,t,13,f
58773,2025-11-03 00:00:00,SIN,dnata,60,57,-3,t,13,f
58774,2025-07-18 00:00:00,JFK,Menzies,60,53,-7,t,18,f
58775,2025-04-05 00:00:00,SIN,Swissport,60,67,7,f,14,f
58776,2025-08-17 00:00:00,DXB,Menzies,45,53,8,f,32,f
58777,2025-01-29 00:00:00,LHR,Menzies,90,77,-13,t,24,f
58778,2025-07-01 00:00:00,SIN,Menzies,120,70,-50,t,15,f
58779,2025-01-21 00:00:00,LHR,dnata,45,57,12,f,11,f
58780,2025-08-13 00:00:00,SIN,Menzies,90,55,-35,t,16,f
58781,2025-01-21 00:00:00,JFK,dnata,90,75,-15,t,22,f
58782,2025-11-06 00:00:00,YUL,WFS,120,61,-59,t,29,f
58783,2025-11-17 00:00:00,FRA,dnata,45,74,29,f,22,f
58784,2025-08-23 00:00:00,SIN,Swissport,90,56,-34,t,17,f
58785,2025-05-24 00:00:00,LHR,dnata,120,60,-60,t,23,f
58786,2025-02-17 00:00:00,LHR,dnata,120,78,-42,t,13,f
58787,2025-11-08 00:00:00,FRA,dnata,90,64,-26,t,12,f
58788,2025-05-10 00:00:00,JFK,Swissport,120,76,-44,t,11,f
58789,2025-04-24 00:00:00,YUL,Menzies,45,69,24,f,10,f
58790,2025-08-07 00:00:00,JFK,Swissport,120,62,-58,t,9,f
58791,2025-12-30 00:00:00,FRA,dnata,120,83,-37,t,27,f
58792,2025-02-01 00:00:00,LHR,Menzies,45,72,27,f,11,f
58793,2025-06-14 00:00:00,YUL,dnata,60,40,-20,t,0,f
58794,2025-03-21 00:00:00,JFK,Swissport,120,54,-66,t,15,f
58795,2025-11-26 00:00:00,FRA,WFS,45,78,33,f,17,f
58796,2025-06-20 00:00:00,YUL,Menzies,120,69,-51,t,18,f
58797,2025-06-26 00:00:00,DXB,Menzies,120,50,-70,t,10,f
58798,2025-10-03 00:00:00,YUL,Swissport,60,101,41,f,19,f
58799,2025-11-08 00:00:00,FRA,dnata,60,60,0,t,14,f
58800,2025-08-23 00:00:00,YUL,Menzies,45,82,37,f,9,f
58801,2025-07-10 00:00:00,FRA,Menzies,45,63,18,f,0,f
58802,2025-01-07 00:00:00,JFK,Menzies,60,61,1,f,13,f
58803,2025-02-14 00:00:00,DXB,Menzies,120,77,-43,t,11,f
58804,2025-12-04 00:00:00,DXB,WFS,90,66,-24,t,13,f
58805,2025-05-03 00:00:00,YUL,Menzies,120,89,-31,t,11,f
58806,2025-08-23 00:00:00,DXB,Menzies,60,50,-10,t,23,f
58807,2025-06-22 00:00:00,DXB,Menzies,120,68,-52,t,22,f
58808,2025-06-01 00:00:00,JFK,Menzies,90,74,-16,t,6,f
58810,2025-02-22 00:00:00,LHR,dnata,45,47,2,f,18,f
58811,2025-01-15 00:00:00,JFK,Menzies,45,51,6,f,25,f
58812,2025-11-20 00:00:00,YUL,Menzies,45,67,22,f,9,f
58813,2025-03-25 00:00:00,DXB,Menzies,120,60,-60,t,10,f
58814,2025-07-23 00:00:00,FRA,Menzies,90,77,-13,t,32,f
58815,2025-12-23 00:00:00,DXB,dnata,45,73,28,f,2,f
58816,2025-04-28 00:00:00,DXB,Menzies,120,73,-47,t,12,f
58817,2025-11-17 00:00:00,LHR,Swissport,120,68,-52,t,10,f
58818,2025-08-27 00:00:00,FRA,dnata,120,67,-53,t,25,f
58819,2025-01-31 00:00:00,LHR,Swissport,45,66,21,f,35,f
58820,2025-11-26 00:00:00,LHR,WFS,90,60,-30,t,16,f
58821,2025-04-29 00:00:00,FRA,dnata,45,52,7,f,11,f
58822,2025-04-17 00:00:00,LHR,dnata,120,71,-49,t,8,f
58823,2025-01-10 00:00:00,SIN,WFS,90,67,-23,t,21,f
58824,2025-07-07 00:00:00,SIN,Menzies,45,61,16,f,6,f
58825,2025-07-11 00:00:00,SIN,Swissport,90,68,-22,t,7,f
58826,2025-09-15 00:00:00,YUL,Menzies,120,79,-41,t,0,f
58827,2025-06-03 00:00:00,JFK,WFS,45,74,29,f,13,f
58829,2025-11-10 00:00:00,DXB,Menzies,90,83,-7,t,6,f
58830,2025-08-03 00:00:00,DXB,Menzies,90,104,14,f,15,f
58831,2025-06-12 00:00:00,SIN,WFS,45,53,8,f,18,f
58832,2025-02-12 00:00:00,DXB,Menzies,90,82,-8,t,24,f
58833,2025-11-15 00:00:00,YUL,WFS,45,43,-2,t,28,f
58834,2025-12-27 00:00:00,NRT,Menzies,120,59,-61,t,14,f
58835,2025-03-07 00:00:00,FRA,Menzies,120,55,-65,t,1,f
58836,2025-12-31 00:00:00,LHR,Swissport,45,74,29,f,7,f
58837,2025-06-02 00:00:00,FRA,Menzies,90,59,-31,t,1,f
58838,2025-01-14 00:00:00,DXB,WFS,45,77,32,f,24,f
58839,2025-04-13 00:00:00,FRA,WFS,120,76,-44,t,18,f
58840,2025-06-22 00:00:00,YUL,Menzies,60,88,28,f,13,f
58841,2025-02-03 00:00:00,NRT,Menzies,60,67,7,f,6,f
58842,2025-08-12 00:00:00,NRT,Menzies,60,62,2,f,14,f
58843,2025-02-10 00:00:00,LHR,WFS,60,58,-2,t,27,f
58844,2025-01-10 00:00:00,NRT,Menzies,45,60,15,f,15,f
58845,2025-08-21 00:00:00,LHR,Menzies,120,82,-38,t,17,f
58846,2025-05-26 00:00:00,NRT,Swissport,120,40,-80,t,7,f
58847,2025-01-04 00:00:00,JFK,WFS,45,63,18,f,10,f
58848,2025-07-31 00:00:00,NRT,WFS,45,43,-2,t,2,f
58850,2025-12-24 00:00:00,NRT,dnata,45,60,15,f,13,f
58851,2025-12-09 00:00:00,DXB,dnata,90,32,-58,t,26,f
58852,2025-08-15 00:00:00,SIN,Swissport,60,70,10,f,11,f
58853,2025-06-29 00:00:00,SIN,Menzies,60,67,7,f,14,f
58854,2025-05-22 00:00:00,FRA,dnata,120,47,-73,t,12,f
58855,2025-10-16 00:00:00,YUL,Menzies,60,86,26,f,35,f
58856,2025-05-24 00:00:00,JFK,WFS,120,67,-53,t,13,f
58857,2025-01-14 00:00:00,YUL,Menzies,60,73,13,f,5,f
58858,2025-04-26 00:00:00,DXB,Swissport,45,66,21,f,33,f
58859,2025-10-04 00:00:00,LHR,Swissport,90,83,-7,t,15,f
58860,2025-08-16 00:00:00,JFK,Menzies,45,63,18,f,0,f
58861,2025-02-12 00:00:00,YUL,Menzies,120,81,-39,t,6,f
58862,2025-11-25 00:00:00,DXB,dnata,90,41,-49,t,9,f
58863,2025-11-20 00:00:00,JFK,Swissport,120,73,-47,t,27,f
58864,2025-04-28 00:00:00,JFK,Swissport,90,63,-27,t,32,f
58865,2025-07-09 00:00:00,DXB,Menzies,120,56,-64,t,15,f
58866,2025-05-14 00:00:00,JFK,Swissport,60,47,-13,t,16,f
58867,2025-01-21 00:00:00,LHR,WFS,60,54,-6,t,25,f
58868,2025-09-14 00:00:00,NRT,Menzies,120,67,-53,t,13,f
58869,2025-12-31 00:00:00,YUL,Menzies,120,85,-35,t,12,f
58870,2025-01-03 00:00:00,NRT,Menzies,120,57,-63,t,21,f
58872,2025-04-19 00:00:00,FRA,WFS,90,111,21,f,15,f
58873,2025-11-06 00:00:00,JFK,Menzies,60,53,-7,t,31,f
58874,2025-07-31 00:00:00,FRA,Menzies,60,70,10,f,12,f
58875,2025-02-10 00:00:00,NRT,Swissport,90,35,-55,t,18,f
58876,2025-06-10 00:00:00,DXB,dnata,90,71,-19,t,16,f
58877,2025-12-21 00:00:00,DXB,dnata,60,54,-6,t,15,f
58878,2025-01-15 00:00:00,DXB,Menzies,90,56,-34,t,13,f
58879,2025-10-06 00:00:00,FRA,Menzies,45,63,18,f,10,f
58880,2025-03-09 00:00:00,LHR,Menzies,90,56,-34,t,14,f
58881,2025-04-23 00:00:00,NRT,Menzies,90,90,0,t,12,f
58882,2025-02-05 00:00:00,FRA,Swissport,90,68,-22,t,15,f
58883,2025-04-20 00:00:00,DXB,dnata,60,33,-27,t,10,f
58884,2025-07-07 00:00:00,DXB,Menzies,120,36,-84,t,8,f
58885,2025-09-15 00:00:00,DXB,Swissport,45,61,16,f,12,f
58886,2025-04-05 00:00:00,YUL,dnata,90,60,-30,t,14,f
58887,2025-12-12 00:00:00,NRT,Menzies,120,38,-82,t,18,f
58888,2025-01-11 00:00:00,YUL,dnata,120,89,-31,t,25,f
58889,2025-05-30 00:00:00,JFK,dnata,120,74,-46,t,0,f
58890,2025-10-08 00:00:00,SIN,Menzies,45,70,25,f,23,f
58891,2025-02-25 00:00:00,DXB,Menzies,60,38,-22,t,16,f
58892,2025-11-11 00:00:00,YUL,WFS,90,93,3,f,15,f
58893,2025-06-24 00:00:00,FRA,dnata,120,68,-52,t,14,f
58894,2025-12-26 00:00:00,FRA,dnata,45,64,19,f,17,f
58895,2025-01-29 00:00:00,FRA,WFS,120,52,-68,t,36,f
58896,2025-10-18 00:00:00,YUL,WFS,45,59,14,f,12,f
58898,2025-05-10 00:00:00,LHR,dnata,45,80,35,f,16,f
58899,2025-09-14 00:00:00,LHR,dnata,60,70,10,f,16,f
58901,2025-07-14 00:00:00,DXB,Menzies,60,89,29,f,12,f
58902,2025-06-04 00:00:00,FRA,dnata,90,59,-31,t,23,f
58903,2025-12-27 00:00:00,SIN,Menzies,60,34,-26,t,17,f
58904,2025-05-21 00:00:00,JFK,dnata,45,72,27,f,8,f
58905,2025-03-27 00:00:00,DXB,dnata,60,67,7,f,8,f
58906,2025-02-03 00:00:00,DXB,dnata,90,65,-25,t,13,f
58907,2025-10-29 00:00:00,JFK,Menzies,90,70,-20,t,6,f
58908,2025-05-07 00:00:00,JFK,WFS,120,56,-64,t,17,f
58909,2025-10-26 00:00:00,SIN,Menzies,90,70,-20,t,6,f
58910,2025-06-03 00:00:00,FRA,Menzies,60,102,42,f,18,f
58911,2025-11-09 00:00:00,SIN,Menzies,90,74,-16,t,19,f
58912,2025-05-23 00:00:00,FRA,dnata,90,69,-21,t,17,f
58913,2025-06-14 00:00:00,JFK,Menzies,45,74,29,f,9,f
58914,2025-12-07 00:00:00,NRT,Menzies,60,30,-30,t,23,f
58915,2025-09-04 00:00:00,DXB,Menzies,45,60,15,f,6,f
58916,2025-07-27 00:00:00,SIN,dnata,120,67,-53,t,27,f
58917,2025-09-30 00:00:00,YUL,Menzies,60,68,8,f,14,f
58918,2025-02-11 00:00:00,LHR,dnata,60,68,8,f,16,f
58919,2025-07-27 00:00:00,LHR,Menzies,60,50,-10,t,18,f
58920,2025-12-05 00:00:00,LHR,Menzies,120,73,-47,t,0,f
58921,2025-12-20 00:00:00,FRA,dnata,120,46,-74,t,21,f
58922,2025-04-11 00:00:00,NRT,dnata,120,72,-48,t,22,f
58923,2025-05-29 00:00:00,JFK,Swissport,45,113,68,f,11,f
58924,2025-11-11 00:00:00,JFK,dnata,45,54,9,f,7,f
58925,2025-05-29 00:00:00,SIN,dnata,45,70,25,f,14,f
58926,2025-06-29 00:00:00,LHR,Swissport,90,77,-13,t,21,f
58927,2025-09-12 00:00:00,NRT,Menzies,60,58,-2,t,9,f
58928,2025-12-12 00:00:00,SIN,Menzies,45,73,28,f,24,f
58929,2025-03-17 00:00:00,LHR,Menzies,60,50,-10,t,15,f
58930,2025-09-10 00:00:00,LHR,Swissport,45,81,36,f,16,f
58931,2025-10-12 00:00:00,FRA,dnata,90,86,-4,t,13,f
58932,2025-08-05 00:00:00,JFK,Menzies,45,64,19,f,25,f
58933,2025-08-26 00:00:00,YUL,WFS,90,93,3,f,15,f
58934,2025-07-26 00:00:00,FRA,Menzies,90,75,-15,t,16,f
58935,2025-02-02 00:00:00,DXB,dnata,120,65,-55,t,12,f
58936,2025-01-31 00:00:00,SIN,Swissport,60,76,16,f,8,f
58937,2025-07-04 00:00:00,LHR,Swissport,60,70,10,f,25,f
58938,2025-01-26 00:00:00,SIN,Menzies,45,78,33,f,3,f
58939,2025-05-21 00:00:00,JFK,Swissport,90,106,16,f,17,f
58940,2025-05-29 00:00:00,NRT,Menzies,120,68,-52,t,23,f
58941,2025-06-20 00:00:00,JFK,WFS,60,47,-13,t,28,f
58942,2025-05-19 00:00:00,JFK,WFS,120,41,-79,t,10,f
58943,2025-09-09 00:00:00,JFK,Menzies,60,79,19,f,25,f
58944,2025-12-05 00:00:00,FRA,Swissport,60,74,14,f,31,f
