audit_id,station_code,handler_name,flight_date,turnaround_target_mins,turnaround_actual_mins,baggage_delay_mins,safety_incident_flag
51260,YUL,Menzies Aviation,2025-02-24,120,71.0,14.0,False
51261,YUL,WFS,2025-01-28,120,53.0,28.0,False
51262,DXB,Menzies,2025-09-26,90,,20.0,False
51263,SIN,Swissport,2025-08-20,90,80.0,40.0,False
51264,yul,WFS,2025-01-23,120,58.0,8.0,False
51265,FRA,Swissport,2025-08-13,120,72.0,26.0,False
51266,SIN,dnata,2025-06-13,120,42.0,-7.0,False
51267,SIN,Menzies Aviation,2025-08-25,120,75.0,18.0,False
51268,LHR,dnata,2025-07-16,120,52.0,6.0,False
51269,SIN,dnata,2025-06-17,120,69.0,19.0,False
51270,NRT,Swissport,2025-03-14,60,67.0,17.0,False
51271,FRA,Menzies Aviation,2025-10-18,90,67.0,13.0,False
51272,YUL,Swissport,2025-02-10,120,46.0,2.0,False
51273,YUL,WFS,2025-04-14,120,55.0,21.0,False
51274,SIN,Menzies,2025-02-05,90,62.0,8.0,False
51275,NRT,Menzies Aviation,2025-05-28,45,56.0,26.0,False
51276,DXB,Menzies Aviation,2025-02-01,60,65.0,26.0,True
51277,DXB,WFS,2025-10-31,120,66.0,6.0,False
51278,JFK,WFS,2025-04-09,45,61.0,-5.0,False
51279,JFK ,Menzies Aviation,2025-05-22,90,38.0,19.0,False
51280,LHR,Menzies Aviation,2025-02-17,60,70.0,14.0,False
51281,FRA,Menzies,2025-03-04,120,50.0,23.0,False
51282,JFK,WFS,2025-01-03,45,69.0,5.0,False
51283,SIN,WFS,2025-07-09,60,61.0,16.0,False
51284,FRA,Menzies Aviation,2025-06-03,45,62.0,7.0,False
51285,YUL,Menzies,2025-11-03,45,37.0,12.0,False
51286,yul,dnata,2025-11-27,120,55.0,17.0,False
51287,YUL,WFS,2025-08-27,45,82.0,22.0,False
51288,NRT,dnata,2025-09-20,90,70.0,20.0,False
51289,YUL,Swissport,2025-08-20,90,78.0,16.0,False
51290,SIN,Menzies,2025-02-11,120,66.0,30.0,False
51291,YUL,WFS,2025-02-22,120,72.0,12.0,False
51292, LHR,Menzies,2025-01-05,120,59.0,13.0,False
51293,SIN,WFS,2025-05-31,45,72.0,19.0,False
51294,NRT,dnata,2025-05-28,120,78.0,10.0,False
51295,JFK,WFS,2025-02-12,60,81.0,22.0,False
51296,YUL,Swissport,2025-11-25,60,37.0,18.0,False
51297,LHR,Menzies Aviation,2025-10-09,120,45.0,16.0,False
51298,FRA,Menzies Aviation,2025-10-11,45,73.0,14.0,False
51299,JFK,Menzies,2025-11-01,60,61.0,13.0,False
51300,FRA,Swissport,2025-04-09,60,90.0,3.0,False
51301,FRA,WFS,2025-10-14,60,66.0,14.0,False
51302,JFK ,Swissport,2025-02-26,60,60.0,1.0,False
51303,JFK ,Swissport,2025-03-31,90,76.0,6.0,False
51304,NRT,Menzies,2025-04-05,120,73.0,5.0,False
51305,DXB,Swissport,2025-03-08,60,66.0,18.0,False
51306,NRT,dnata,2025-05-08,60,80.0,28.0,False
51307,FRA,Menzies Aviation,2025-03-03,45,,17.0,False
51308,SIN,Menzies,2025-06-27,90,72.0,16.0,False
51309,JFK,Menzies Aviation,2025-06-10,90,,11.0,False
51310,NRT,WFS,2025-03-17,45,79.0,28.0,False
51311,YUL,Swissport,2025-10-03,60,68.0,22.0,False
51312,JFK,Menzies,2025-06-10,120,59.0,10.0,False
51313,JFK,Swissport,2025-01-12,120,48.0,6.0,False
51314,JFK,Menzies,2025-12-15,60,76.0,4.0,True
51315,FRA,Menzies Aviation,2025-05-14,60,68.0,3.0,False
51316,JFK,dnata,2025-05-20,120,72.0,8.0,False
51317,FRA,Swissport,2025-04-20,120,33.0,12.0,False
51318,SIN,dnata,2025-12-02,120,58.0,5.0,False
51319,YUL,Menzies Aviation,2025-06-26,90,72.0,11.0,False
51320,NRT,Menzies Aviation,2025-11-14,45,65.0,19.0,False
51321,NRT,WFS,2025-05-23,90,60.0,5.0,False
51322,yul,Menzies,2025-02-02,60,84.0,0.0,False
51323,SIN,Swissport,2025-09-04,90,74.0,21.0,False
51324,DXB,Menzies Aviation,2025-08-25,120,70.0,34.0,False
51325,JFK,Menzies Aviation,2025-09-30,90,54.0,17.0,False
51326,JFK,dnata,2025-01-06,90,57.0,19.0,False
51327,NRT,Menzies,2025-06-13,120,54.0,15.0,True
51328,DXB,Menzies,2025-10-04,90,69.0,31.0,False
51329,FRA,WFS,2025-04-17,120,57.0,9.0,False
51330,DXB,Menzies,2025-05-22,120,56.0,1.0,False
51331,LHR,Menzies,2025-06-22,45,58.0,22.0,False
51332,JFK ,Menzies,2025-11-05,120,66.0,21.0,False
51333,JFK,Swissport,2025-04-19,120,75.0,17.0,False
51334,NRT,dnata,2025-03-03,120,42.0,29.0,False
51335,DXB,WFS,2025-10-30,120,81.0,15.0,False
51336, LHR,dnata,2025-05-23,45,46.0,-4.0,False
51337,SIN,dnata,2025-08-18,120,47.0,16.0,False
51338,DXB,Menzies,2025-11-03,45,63.0,-3.0,False
51339,JFK ,Swissport,2025-03-15,60,79.0,31.0,False
51340,FRA,Swissport,2025-05-21,90,57.0,15.0,False
51341,DXB,dnata,2025-07-20,120,32.0,4.0,False
51342,LHR,Swissport,2025-01-01,45,46.0,16.0,False
51343,SIN,WFS,2025-08-10,45,72.0,15.0,False
51344,JFK ,Menzies,2025-08-24,60,65.0,13.0,False
51345,JFK ,Menzies Aviation,2025-04-02,120,52.0,17.0,False
51346,LHR,Menzies,2025-07-01,60,65.0,11.0,False
51347,yul,WFS,2025-04-30,60,59.0,19.0,False
51348,FRA,Swissport,2025-09-15,45,48.0,7.0,False
51349,JFK ,Menzies Aviation,2025-08-20,120,45.0,-0.0,False
51350,DXB,WFS,2025-10-19,90,60.0,18.0,True
51351,FRA,dnata,2025-01-08,45,103.0,9.0,False
51352,NRT,Menzies Aviation,2025-05-06,90,72.0,25.0,False
51353,DXB,Swissport,2025-01-31,120,70.0,12.0,False
51354,yul,WFS,2025-01-14,120,61.0,22.0,False
51355,JFK,Menzies,2025-05-02,120,57.0,14.0,False
51356,NRT,WFS,2025-04-05,120,71.0,16.0,False
51357,FRA,Menzies,2025-05-19,120,84.0,12.0,False
51358,SIN,Menzies Aviation,2025-11-12,45,82.0,23.0,False
51359,NRT,WFS,2025-04-02,45,88.0,23.0,False
51360,FRA,WFS,2025-01-13,90,101.0,21.0,False
51361,LHR,Menzies,2025-04-28,120,77.0,22.0,False
51362,DXB,dnata,2025-06-11,45,63.0,9.0,False
51363,LHR,Swissport,2025-09-25,60,56.0,6.0,False
51364,LHR,dnata,2025-12-31,90,62.0,23.0,False
51365,JFK,dnata,2025-09-26,45,59.0,15.0,False
51366,YUL,Swissport,2025-05-12,45,76.0,6.0,False
51367,NRT,Menzies Aviation,2025-11-24,45,51.0,12.0,False
51368,LHR,Menzies,2025-02-24,45,77.0,12.0,False
51369,LHR,WFS,2025-01-25,120,39.0,25.0,False
51370, LHR,Swissport,2025-03-08,45,66.0,15.0,False
51371,SIN,Menzies,2025-01-31,45,110.0,19.0,False
51372,NRT,Swissport,2025-05-31,90,56.0,14.0,False
51373,DXB,WFS,2025-10-28,90,69.0,27.0,False
51374,yul,dnata,2025-01-30,90,81.0,10.0,False
51375,DXB,Swissport,2025-11-05,60,70.0,27.0,False
51376,LHR,WFS,2025-11-06,90,87.0,25.0,False
51377,NRT,Menzies Aviation,2025-12-29,120,50.0,16.0,False
51378,FRA,Menzies,2025-04-11,120,68.0,15.0,False
51379,yul,Menzies,2025-03-23,45,64.0,17.0,False
51380,SIN,Swissport,2025-08-13,120,49.0,14.0,False
51381,LHR,Menzies,2025-11-23,60,70.0,11.0,False
51382,FRA,Menzies,2025-02-20,120,,3.0,False
51383,JFK,dnata,2025-03-21,60,36.0,10.0,False
51384,SIN,dnata,2025-11-19,90,66.0,13.0,False
51385,LHR,Menzies,2025-08-14,45,75.0,-7.0,False
51386,LHR,Swissport,2025-02-25,120,96.0,34.0,False
51387,NRT,Swissport,2025-03-11,120,65.0,16.0,False
51388,YUL,WFS,2025-05-16,60,78.0,19.0,False
51389,JFK,Swissport,2025-06-11,90,49.0,24.0,False
51390,SIN,Menzies Aviation,2025-05-28,90,49.0,19.0,False
51391, LHR,Menzies,2025-11-07,90,55.0,32.0,False
51392,SIN,Menzies,2025-01-21,120,74.0,11.0,False
51393,YUL,dnata,2025-11-12,60,72.0,17.0,False
51394,NRT,WFS,2025-04-28,60,59.0,17.0,False
51395,YUL,Swissport,2025-11-01,120,70.0,5.0,False
51396,JFK ,Menzies,2025-08-05,45,83.0,26.0,False
51397,JFK,Menzies,2025-02-04,90,72.0,2.0,False
51398,SIN,Menzies Aviation,2025-03-13,90,64.0,32.0,False
51399,YUL,Menzies,2025-09-27,45,36.0,8.0,False
51400,SIN,Swissport,2025-03-23,120,74.0,19.0,False
51401,DXB,WFS,2025-02-19,120,72.0,21.0,False
51402,YUL,Menzies Aviation,2025-04-26,120,65.0,4.0,False
51403,SIN,dnata,2025-02-11,120,80.0,16.0,False
51404,DXB,Swissport,2025-05-02,90,33.0,-2.0,False
51405,NRT,Swissport,2025-10-07,45,29.0,11.0,False
51406,FRA,Menzies,2025-03-07,60,64.0,12.0,False
51407,JFK,Menzies Aviation,2025-06-23,45,82.0,15.0,False
51408,FRA,WFS,2025-08-22,120,85.0,12.0,False
51409,FRA,WFS,2025-08-30,90,55.0,20.0,False
51410,FRA,dnata,2025-01-29,60,53.0,21.0,False
51411,FRA,Menzies Aviation,2025-11-18,45,78.0,18.0,False
51412,LHR,WFS,2025-12-29,45,68.0,25.0,False
51413,NRT,Menzies Aviation,2025-08-28,120,84.0,23.0,False
51414,DXB,Menzies,2025-12-27,90,71.0,18.0,False
51415,SIN,WFS,2025-04-02,45,57.0,23.0,False
51416,JFK,WFS,2025-01-31,120,67.0,19.0,False
51417, LHR,dnata,2025-02-19,120,58.0,18.0,False
51418, LHR,Swissport,2025-08-19,120,79.0,16.0,True
51419, LHR,Menzies,2025-12-24,90,43.0,7.0,False
51420,FRA,Menzies,2025-05-08,90,68.0,21.0,False
51421,NRT,Swissport,2025-07-10,120,66.0,14.0,False
51422,JFK,WFS,2025-04-25,90,72.0,12.0,False
51423, LHR,dnata,2025-06-15,120,81.0,13.0,False
51424,SIN,Menzies,2025-08-12,90,72.0,29.0,False
51425,NRT,dnata,2025-07-10,60,54.0,11.0,False
51426,JFK,Menzies Aviation,2025-12-01,120,58.0,6.0,False
51427,LHR,Menzies Aviation,2025-05-13,60,62.0,7.0,False
51428,NRT,WFS,2025-05-08,45,68.0,28.0,False
51429,SIN,WFS,2025-09-08,60,62.0,13.0,False
51430,DXB,dnata,2025-02-13,120,40.0,16.0,False
51431,JFK,WFS,2025-08-20,120,56.0,12.0,False
51432,YUL,WFS,2025-02-21,45,52.0,2.0,False
51433,LHR,dnata,2025-06-10,45,64.0,33.0,False
51434,JFK ,Menzies Aviation,2025-10-06,120,48.0,4.0,False
51435,YUL,WFS,2025-01-22,90,74.0,13.0,False
51436,JFK,Menzies,2025-02-16,45,47.0,2.0,False
51437,DXB,Menzies,2025-06-13,60,56.0,18.0,False
51438,NRT,Menzies Aviation,2025-10-10,90,83.0,24.0,False
51439,SIN,Swissport,2025-07-19,45,64.0,8.0,False
51440,LHR,Swissport,2025-11-21,90,69.0,24.0,False
51441,FRA,Menzies Aviation,2025-03-25,90,42.0,18.0,False
51442,DXB,Menzies,2025-10-22,45,26.0,-4.0,False
51443,NRT,Swissport,2025-04-11,90,66.0,20.0,False
51444,NRT,Swissport,2025-06-08,45,86.0,7.0,True
51445,SIN,Menzies,2025-05-17,60,67.0,11.0,False
51446,FRA,Menzies,2025-03-15,90,60.0,9.0,True
51447,LHR,Menzies,2025-02-22,90,87.0,23.0,False
51448,FRA,WFS,2025-01-29,90,67.0,12.0,False
51449,LHR,Menzies Aviation,2025-05-02,120,54.0,11.0,False
51450,JFK,Menzies,2025-09-15,60,82.0,20.0,False
51451,DXB,Menzies Aviation,2025-05-05,90,68.0,21.0,False
51452,NRT,Menzies Aviation,2025-07-01,45,60.0,10.0,False
51453,NRT,Menzies,2025-02-04,60,49.0,14.0,False
51454,FRA,WFS,2025-09-15,60,82.0,18.0,False
51455,JFK ,Menzies Aviation,2025-10-03,120,59.0,20.0,False
51456,SIN,WFS,2025-04-02,45,74.0,11.0,False
51457,LHR,WFS,2025-03-06,60,45.0,10.0,False
51458,JFK ,WFS,2025-08-14,120,77.0,16.0,False
51459,SIN,Menzies Aviation,2025-01-22,90,88.0,21.0,False
51460,yul,WFS,2025-01-02,60,49.0,8.0,False
51461,JFK,Swissport,2025-08-13,90,72.0,29.0,False
51462,DXB,WFS,2025-11-22,120,72.0,15.0,False
51463,YUL,WFS,2025-12-24,60,47.0,16.0,False
51464,SIN,Swissport,2025-03-11,90,81.0,11.0,False
51465,NRT,Swissport,2025-08-24,120,98.0,20.0,False
51466,YUL,Swissport,2025-04-13,120,65.0,-16.0,False
51467,SIN,dnata,2025-03-06,60,72.0,13.0,False
51468, LHR,dnata,2025-11-16,120,82.0,13.0,False
51469,JFK,Menzies Aviation,2025-05-15,60,80.0,20.0,False
51470,YUL,Swissport,2025-02-21,90,59.0,24.0,False
51471,FRA,Swissport,2025-10-08,45,75.0,7.0,False
51472,JFK,WFS,2025-03-17,45,88.0,10.0,False
51473,yul,Menzies,2025-07-12,45,66.0,14.0,False
51474,YUL,Menzies,2025-12-21,90,75.0,5.0,False
51475,JFK,Swissport,2025-04-25,60,51.0,21.0,False
51476,DXB,Swissport,2025-07-25,90,99.0,10.0,False
51477,NRT,dnata,2025-03-16,90,79.0,16.0,False
51478,LHR,dnata,2025-12-20,45,27.0,21.0,False
51479,JFK,dnata,2025-03-28,120,39.0,21.0,False
51480,YUL,WFS,2025-07-11,60,76.0,23.0,False
51481,SIN,dnata,2025-02-19,90,71.0,18.0,False
51482,DXB,Swissport,2025-10-25,90,53.0,31.0,False
51483,LHR,WFS,2025-05-02,90,57.0,29.0,False
51484,YUL,dnata,2025-08-05,45,55.0,32.0,False
51485,LHR,dnata,2025-04-03,90,70.0,17.0,False
51486,JFK,dnata,2025-07-06,45,98.0,20.0,False
51487,LHR,WFS,2025-04-10,60,28.0,13.0,False
51488,SIN,dnata,2025-11-12,45,99.0,30.0,False
51489,LHR,Menzies,2025-11-16,45,94.0,20.0,False
51490,yul,Menzies,2025-05-02,60,66.0,18.0,False
51491,LHR,dnata,2025-06-30,90,81.0,15.0,False
51492,FRA,Menzies Aviation,2025-12-13,45,60.0,26.0,False
51493,DXB,WFS,2025-12-10,45,49.0,12.0,False
51494,NRT,Menzies,2025-11-08,60,50.0,14.0,False
51495,YUL,Menzies,2025-09-10,120,44.0,6.0,False
51496,SIN,Menzies,2025-08-23,90,41.0,4.0,False
51497,FRA,Menzies,2025-05-31,90,81.0,9.0,False
51498,SIN,Menzies,2025-12-11,45,69.0,17.0,False
51499,SIN,Menzies,2025-04-18,60,48.0,23.0,False
51500,FRA,WFS,2025-01-18,45,56.0,28.0,False
51501,JFK,Menzies,2025-03-23,120,59.0,17.0,False
51502,FRA,Swissport,2025-12-16,60,,4.0,False
51503,LHR,dnata,2025-10-23,90,81.0,7.0,False
51504,FRA,Swissport,2025-11-08,60,58.0,20.0,False
51505,SIN,Menzies Aviation,2025-07-21,120,88.0,17.0,False
51506,FRA,dnata,2025-09-05,120,53.0,17.0,False
51507,JFK,WFS,2025-07-12,90,74.0,17.0,False
51508, LHR,dnata,2025-11-05,90,56.0,16.0,False
51509,YUL,dnata,2025-06-13,120,68.0,4.0,False
51510,LHR,Swissport,2025-07-21,120,41.0,10.0,False
51511,SIN,dnata,2025-08-22,60,79.0,31.0,False
51512,LHR,Menzies Aviation,2025-07-06,90,49.0,17.0,False
51513,YUL,Menzies Aviation,2025-09-15,120,61.0,-6.0,False
51514,yul,WFS,2025-07-16,90,,11.0,False
51515,JFK,dnata,2025-11-07,45,78.0,19.0,False
51516,NRT,Menzies,2025-11-05,90,57.0,24.0,False
51517,FRA,WFS,2025-04-20,90,,16.0,False
51518,SIN,Menzies Aviation,2025-04-21,60,66.0,29.0,False
51519, LHR,dnata,2025-08-12,120,84.0,2.0,False
51520,FRA,dnata,2025-03-06,60,64.0,1.0,False
51521,JFK,dnata,2025-02-28,90,54.0,12.0,False
51522,SIN,Swissport,2025-10-05,45,59.0,9.0,False
51523,JFK,Swissport,2025-01-10,90,59.0,20.0,False
51524,JFK,Menzies Aviation,2025-05-25,45,54.0,11.0,False
51525,yul,Swissport,2025-06-27,45,78.0,19.0,False
51526,YUL,Menzies,2025-12-08,45,79.0,1.0,False
51527,NRT,Menzies Aviation,2025-06-22,90,72.0,4.0,False
51528,YUL,Menzies Aviation,2025-07-04,120,61.0,19.0,False
51529,DXB,Menzies,2025-03-25,90,44.0,26.0,False
51530,JFK,WFS,2025-03-24,45,73.0,16.0,False
51531,SIN,Swissport,2025-10-19,45,74.0,31.0,False
51532,FRA,dnata,2025-10-11,45,78.0,23.0,False
51533,DXB,dnata,2025-10-16,60,51.0,5.0,False
51534,JFK,Swissport,2025-02-12,60,52.0,3.0,False
51535,JFK,WFS,2025-07-03,45,78.0,14.0,False
51536,YUL,Menzies Aviation,2025-10-08,120,73.0,15.0,False
51537,SIN,dnata,2025-03-16,120,53.0,6.0,False
51538,FRA,WFS,2025-08-04,90,52.0,18.0,False
51539,JFK,Swissport,2025-02-16,60,62.0,18.0,False
51540,yul,Menzies Aviation,2025-06-22,90,56.0,12.0,False
51541,NRT,WFS,2025-07-26,45,42.0,13.0,False
51542,NRT,WFS,2025-04-14,90,60.0,28.0,False
51543, LHR,Swissport,2025-10-21,45,62.0,16.0,False
51544,SIN,Menzies Aviation,2025-04-07,120,64.0,15.0,False
51545,DXB,Menzies,2025-10-03,90,49.0,8.0,False
51546,JFK ,Menzies Aviation,2025-08-29,90,78.0,13.0,False
51547,NRT,Swissport,2025-10-13,90,86.0,21.0,False
51548,yul,Menzies Aviation,2025-11-10,120,69.0,25.0,False
51549,LHR,Menzies,2025-09-03,45,65.0,22.0,False
51550,JFK,Menzies,2025-09-10,90,78.0,12.0,False
51551,DXB,Menzies,2025-04-10,45,44.0,12.0,False
51552,LHR,Swissport,2025-05-12,60,88.0,-5.0,False
51553,LHR,Menzies Aviation,2025-01-21,120,57.0,11.0,False
51554,DXB,WFS,2025-12-26,90,48.0,12.0,False
51555,LHR,Swissport,2025-07-19,45,75.0,20.0,False
51556,NRT,Menzies,2025-05-01,90,61.0,12.0,False
51557,YUL,WFS,2025-11-27,120,64.0,22.0,False
51558,yul,WFS,2025-09-16,60,77.0,18.0,False
51559,LHR,Swissport,2025-06-09,90,104.0,16.0,False
51560,DXB,dnata,2025-09-15,120,51.0,-6.0,False
51561,DXB,dnata,2025-10-10,60,58.0,16.0,False
51562,DXB,dnata,2025-04-08,120,42.0,8.0,False
51563,YUL,Swissport,2025-04-03,60,65.0,30.0,False
51564,FRA,Menzies,2025-11-03,60,88.0,3.0,False
51565,YUL,Menzies,2025-06-20,45,62.0,15.0,False
51566,LHR,Swissport,2025-02-03,45,82.0,17.0,False
51567,SIN,WFS,2025-12-08,60,81.0,26.0,False
51568,JFK,Menzies,2025-03-28,45,78.0,25.0,False
51569,YUL,Menzies,2025-09-21,120,86.0,-1.0,False
51570,YUL,Menzies,2025-10-10,45,21.0,19.0,False
51571,LHR,Menzies Aviation,2025-01-23,120,54.0,10.0,False
51572,LHR,Swissport,2025-02-17,120,67.0,5.0,False
51573,YUL,Menzies,2025-05-26,90,64.0,16.0,False
51574, LHR,Menzies Aviation,2025-08-10,45,55.0,14.0,False
51575,SIN,Menzies Aviation,2025-04-11,60,57.0,-1.0,True
51576,DXB,Menzies Aviation,2025-07-05,90,70.0,-5.0,False
51577,NRT,Menzies Aviation,2025-05-30,60,50.0,20.0,False
51578,yul,Menzies,2025-10-03,45,80.0,16.0,False
51579,JFK,Swissport,2025-12-21,120,57.0,16.0,False
51580,DXB,Menzies,2025-03-22,90,88.0,13.0,False
51581,FRA,WFS,2025-09-28,45,95.0,20.0,False
51582,NRT,Swissport,2025-12-25,60,61.0,22.0,False
51583,SIN,WFS,2025-08-06,120,53.0,17.0,False
51584,LHR,dnata,2025-11-30,90,83.0,0.0,False
51585,YUL,Swissport,2025-01-10,90,35.0,24.0,False
51586,FRA,dnata,2025-04-29,120,72.0,13.0,False
51587,JFK,WFS,2025-05-02,120,68.0,0.0,False
51588,FRA,Swissport,2025-06-07,45,59.0,20.0,False
51589,LHR,Menzies,2025-02-22,120,72.0,13.0,False
51590,JFK,dnata,2025-12-21,120,81.0,6.0,False
51591,FRA,Swissport,2025-02-02,90,67.0,9.0,False
51592,JFK,Menzies Aviation,2025-10-17,120,75.0,8.0,False
51593,YUL,Swissport,2025-03-27,60,71.0,7.0,False
51594,JFK,Swissport,2025-12-30,60,,13.0,False
51595,LHR,WFS,2025-11-10,90,77.0,7.0,False
51596,DXB,dnata,2025-04-26,90,67.0,24.0,False
51597,YUL,WFS,2025-01-04,60,34.0,9.0,False
51598,FRA,Swissport,2025-12-28,60,64.0,21.0,False
51599,FRA,Menzies,2025-03-31,120,52.0,5.0,False
51600,NRT,Menzies Aviation,2025-06-04,45,76.0,10.0,False
51601,LHR,WFS,2025-08-21,90,84.0,16.0,False
51602,SIN,dnata,2025-02-19,90,54.0,8.0,False
51603,DXB,Menzies,2025-07-04,120,61.0,14.0,False
51604,LHR,WFS,2025-12-04,45,74.0,13.0,False
51605,NRT,dnata,2025-09-28,90,56.0,17.0,False
51606,YUL,WFS,2025-03-25,60,60.0,13.0,False
51607,FRA,WFS,2025-10-16,60,65.0,8.0,False
51608,LHR,Swissport,2025-08-11,60,71.0,6.0,False
51609,FRA,dnata,2025-11-02,90,25.0,11.0,False
51610,FRA,Swissport,2025-07-26,120,50.0,12.0,False
51611,DXB,Menzies Aviation,2025-05-21,45,44.0,8.0,False
51612,yul,Swissport,2025-08-10,120,96.0,11.0,False
51613,DXB,Swissport,2025-07-15,120,61.0,16.0,False
51614,YUL,Swissport,2025-01-30,120,42.0,18.0,False
51615,LHR,WFS,2025-08-25,90,41.0,4.0,False
51616,YUL,Swissport,2025-06-12,120,82.0,9.0,False
51617,JFK,Menzies Aviation,2025-08-02,45,94.0,16.0,False
51618,JFK,WFS,2025-09-24,120,81.0,9.0,False
51619,FRA,WFS,2025-10-29,90,59.0,2.0,False
51620,DXB,Menzies Aviation,2025-10-03,120,64.0,11.0,False
51621,SIN,Swissport,2025-08-08,90,67.0,20.0,False
51622,DXB,dnata,2025-03-17,45,63.0,7.0,False
51623,NRT,dnata,2025-03-12,90,70.0,4.0,False
51624,DXB,Menzies Aviation,2025-11-11,60,53.0,4.0,False
51625,DXB,Swissport,2025-05-31,120,52.0,23.0,False
51626,JFK,Menzies,2025-06-15,90,71.0,20.0,False
51627,JFK ,WFS,2025-10-13,90,57.0,16.0,False
51628,NRT,WFS,2025-02-16,90,79.0,19.0,False
51629,YUL,Menzies,2025-01-31,120,62.0,9.0,False
51630,JFK,WFS,2025-04-30,120,73.0,15.0,False
51631,NRT,WFS,2025-07-11,45,61.0,23.0,False
51632,JFK,Menzies Aviation,2025-03-22,45,51.0,22.0,False
51633,FRA,Menzies,2025-06-25,120,64.0,12.0,False
51634,DXB,WFS,2025-06-22,120,74.0,17.0,False
51635,LHR,WFS,2025-07-03,60,49.0,21.0,False
51636,DXB,dnata,2025-05-15,90,43.0,11.0,False
51637,FRA,Menzies,2025-05-18,120,58.0,11.0,False
51638,NRT,Swissport,2025-01-24,60,69.0,16.0,False
51639, LHR,Menzies,2025-07-15,60,54.0,20.0,False
51640,JFK,Menzies,2025-11-22,90,68.0,17.0,False
51641,FRA,WFS,2025-10-27,90,76.0,8.0,False
51642,LHR,Swissport,2025-06-21,120,67.0,19.0,False
51643,SIN,Menzies Aviation,2025-06-07,45,56.0,13.0,False
51644,yul,WFS,2025-06-17,45,68.0,9.0,False
51645,LHR,dnata,2025-02-21,45,95.0,12.0,False
51646,JFK ,WFS,2025-03-03,90,64.0,10.0,False
51647,JFK,dnata,2025-11-05,60,36.0,20.0,False
51648,DXB,WFS,2025-09-10,45,88.0,22.0,False
51649,LHR,Swissport,2025-10-21,45,49.0,11.0,False
51650,SIN,Swissport,2025-07-27,90,78.0,18.0,False
51651,yul,WFS,2025-07-30,90,63.0,12.0,False
51652,FRA,Swissport,2025-10-01,60,80.0,8.0,False
51653,DXB,Swissport,2025-10-29,60,85.0,23.0,False
51654,LHR,Menzies,2025-04-29,60,66.0,19.0,False
51655,DXB,Menzies Aviation,2025-02-11,120,59.0,26.0,False
51656,LHR,Swissport,2025-08-22,45,64.0,11.0,False
51657,DXB,Swissport,2025-09-01,45,46.0,23.0,False
51658,JFK,dnata,2025-07-21,120,67.0,28.0,False
51659,DXB,WFS,2025-04-20,120,55.0,14.0,False
51660,NRT,Menzies Aviation,2025-03-06,120,31.0,13.0,False
51661,DXB,Swissport,2025-09-23,60,46.0,-2.0,False
51662,JFK,WFS,2025-07-14,90,78.0,-1.0,False
51663,FRA,Menzies Aviation,2025-01-29,60,70.0,27.0,False
51664,LHR,Menzies,2025-04-16,120,62.0,12.0,False
51665,NRT,Menzies Aviation,2025-07-31,45,66.0,5.0,False
51666,SIN,dnata,2025-09-22,120,70.0,23.0,False
51667,FRA,WFS,2025-02-17,120,110.0,21.0,False
51668,YUL,Swissport,2025-09-23,45,53.0,14.0,False
51669,FRA,Swissport,2025-11-22,45,55.0,9.0,False
51670,SIN,Menzies,2025-04-07,60,66.0,11.0,False
51671,JFK,WFS,2025-02-18,45,63.0,13.0,False
51672,NRT,dnata,2025-04-08,120,83.0,13.0,False
51673, LHR,Menzies,2025-10-16,120,51.0,9.0,False
51674,JFK ,Swissport,2025-04-24,90,77.0,13.0,False
51675,SIN,WFS,2025-07-22,120,62.0,10.0,False
51676,NRT,Swissport,2025-04-10,90,70.0,6.0,False
51677,YUL,WFS,2025-01-29,90,70.0,5.0,False
51678,SIN,WFS,2025-07-03,120,99.0,16.0,False
51679,NRT,WFS,2025-08-12,45,81.0,0.0,False
51680,LHR,Menzies,2025-08-13,45,67.0,17.0,False
51681,DXB,Swissport,2025-05-21,45,56.0,12.0,False
51682,NRT,Menzies,2025-12-25,60,84.0,9.0,False
51683, LHR,WFS,2025-05-30,120,43.0,16.0,False
51684,DXB,Swissport,2025-12-21,120,79.0,-2.0,False
51685,DXB,WFS,2025-05-04,60,36.0,14.0,False
51686,YUL,Menzies,2025-10-07,90,84.0,19.0,True
51687,NRT,Swissport,2025-08-23,45,87.0,3.0,False
51688,DXB,Swissport,2025-06-20,120,64.0,17.0,False
51689,SIN,Menzies Aviation,2025-11-15,60,57.0,13.0,False
51690,YUL,Menzies Aviation,2025-02-07,120,73.0,16.0,False
51691,YUL,WFS,2025-07-02,120,46.0,14.0,False
51692,yul,Menzies Aviation,2025-09-01,60,45.0,0.0,False
51693, LHR,dnata,2025-04-04,45,67.0,29.0,False
51694,FRA,Menzies Aviation,2025-07-30,90,57.0,17.0,False
51695,NRT,WFS,2025-08-03,45,56.0,16.0,False
51696,YUL,Swissport,2025-09-22,120,61.0,26.0,False
51697,SIN,Menzies,2025-03-19,60,76.0,14.0,False
51698,JFK ,WFS,2025-08-28,60,59.0,16.0,False
51699,YUL,dnata,2025-08-15,60,57.0,30.0,False
51700,DXB,Menzies,2025-07-11,45,80.0,26.0,False
51701,SIN,dnata,2025-01-06,90,66.0,8.0,False
51702,LHR,dnata,2025-10-18,60,63.0,27.0,False
51703,NRT,dnata,2025-06-10,90,71.0,16.0,False
51704,SIN,dnata,2025-06-30,120,81.0,16.0,False
51705,JFK,Menzies,2025-03-09,60,63.0,13.0,False
